disaster_id,coordinates,htmldescription,alertlevel,alertscore,episodealertlevel,episodealertscore,country,fromdate,todate,severity,source,iso3,eventtype,Death,Displaced,GDACS_ID
FL_BGD_20000527_23,"[91.712, 23.507]",GREEN Flood in Bangladesh from: 27 May 2000 00 to: 19 Jun 2000 23.,GREEN,1,GREEN,1,Bangladesh,5/27/2000,2000-06-19T23:59:59,5.99,DFO,BGD,FL,36,10000,FL 1603
FL_CHN_20000531_24,"[105.491, 32.363]",GREEN Flood in China from: 31 May 2000 00 to: 19 Jun 2000 23.,GREEN,1,GREEN,1,China,5/31/2000,2000-06-19T23:59:59,6.66,DFO,CHN,FL,94,8725,FL 1605
FL_VNM_20000531_25,"[108.358, 12.124]",GREEN Flood in Vietnam from: 31 May 2000 00 to: 02 Jun 2000 23.,GREEN,1,GREEN,1,Vietnam ,5/31/2000,2000-06-02T23:59:59,4.06,DFO,VNM,FL,0,-,FL 1604
FL_UNK_20000516_26,"[125.334, -9.278]",ORANGE Flood in Timor from: 16 May 2000 00 to: 24 May 2000 23.,ORANGE,2,ORANGE,2,Timor,5/16/2000,2000-05-24T23:59:59,5.31,DFO,,FL,126,15000,FL 1600
FL_COL_20000518_27,"[-75.732, 0.948]",GREEN Flood in Colombia from: 18 May 2000 00 to: 24 May 2000 23.,GREEN,1,GREEN,1,Colombia ,5/18/2000,2000-05-24T23:59:59,6.15,DFO,COL,FL,9,67500,FL 1601
FL_UNK_20000518_28,"[34.869, 41.155]",GREEN Flood in Northern Türkiye from: 18 May 2000 00 to: 18 May 2000 00.,GREEN,1,Green,1,Northern Türkiye,5/18/2000,2000-05-18T00:00:00,5.08,DFO,   ,FL,2,-,FL 1602
FL_UNK_20000518_29,"[120.953, 15.293]",ORANGE Flood in Philippines from: 18 May 2000 00 to: 18 May 2000 00.,ORANGE,2,Orange,2,Philippines,5/18/2000,2000-05-18T00:00:00,5.18,DFO,   ,FL,6,112000,FL 1599
FL_USA_20000506_30,"[-92.247, 37.009]",GREEN Flood in USA from: 06 May 2000 00 to: 09 May 2000 23.,GREEN,1,GREEN,1,USA ,5/6/2000,2000-05-09T23:59:59,5.78,DFO,USA,FL,3,1200,FL 1597
FL_UNK_20000501_31,"[42.638, 0.422]",GREEN Flood in Somalia from: 01 May 2000 00 to: 01 May 2000 00.,GREEN,1,Green,1,Somalia,5/1/2000,2000-05-01T00:00:00,6.14,DFO,   ,FL,0,3500,FL 1598
FL_CHN_20000617_32,"[119.531, 26.387]",GREEN Flood in China from: 17 Jun 2000 00 to: 30 Jun 2000 23.,GREEN,1,GREEN,1,China ,6/17/2000,2000-06-30T23:59:59,6.03,DFO,CHN,FL,18,31000,FL 1610
FL_UNK_20000630_33,"[109.248, 27.416]",ORANGE Flood in China from: 30 Jun 2000 00 to: 30 Jun 2000 00.,ORANGE,2,Orange,2,China ,6/30/2000,2000-06-30T00:00:00,6.07,DFO,   ,FL,65,88000,FL 1613
FL_BGD_20000619_34,"[89.736, 25.557]",GREEN Flood in Bangladesh from: 19 Jun 2000 00 to: 26 Jun 2000 23.,GREEN,1,GREEN,1,Bangladesh,6/19/2000,2000-06-26T23:59:59,5.43,DFO,BGD,FL,14,20000,FL 1611
FL_GTM_20000606_35,"[-90.682, 14.973]",GREEN Flood in Guatemala from: 06 Jun 2000 00 to: 21 Jun 2000 23.,GREEN,1,GREEN,1,Guatemala ,6/6/2000,2000-06-21T23:59:59,5.27,DFO,GTM,FL,16,2600,FL 1609
FL_BGD_20000527_36,"[91.712, 23.507]",GREEN Flood in Bangladesh from: 27 May 2000 00 to: 19 Jun 2000 23.,GREEN,1,GREEN,1,Bangladesh,5/27/2000,2000-06-19T23:59:59,5.99,DFO,BGD,FL,36,10000,FL 1603
FL_CHN_20000531_37,"[105.491, 32.363]",GREEN Flood in China from: 31 May 2000 00 to: 19 Jun 2000 23.,GREEN,1,GREEN,1,China,5/31/2000,2000-06-19T23:59:59,6.66,DFO,CHN,FL,94,8725,FL 1605
FL_CHL_20000605_38,"[-71.406, -34.089]",GREEN Flood in Chile from: 05 Jun 2000 00 to: 16 Jun 2000 23.,GREEN,1,GREEN,1,Chile,6/5/2000,2000-06-16T23:59:59,6.31,DFO,CHL,FL,0,41000,FL 1607
FL_UNK_20000610_39,"[94.798, 27.426]",GREEN Flood in Eastern India from: 10 Jun 2000 00 to: 10 Jun 2000 00.,GREEN,1,Green,1,Eastern India ,6/10/2000,2000-06-10T00:00:00,5.89,DFO,   ,FL,30,50000,FL 1606
FL_COL_20000605_40,"[-74.648, 6.876]",GREEN Flood in Colombia from: 05 Jun 2000 00 to: 07 Jun 2000 23.,GREEN,1,GREEN,1,Colombia,6/5/2000,2000-06-07T23:59:59,4.89,DFO,COL,FL,0,-,FL 1608
FL_VNM_20000531_41,"[108.358, 12.124]",GREEN Flood in Vietnam from: 31 May 2000 00 to: 02 Jun 2000 23.,GREEN,1,GREEN,1,Vietnam ,5/31/2000,2000-06-02T23:59:59,4.06,DFO,VNM,FL,0,-,FL 1604
FL_BRA_20000730_42,"[-36.256, -9.179]",ORANGE Flood in Brazil from: 30 Jul 2000 00 to: 17 Aug 2000 23.,ORANGE,2,ORANGE,2,Brazil,7/30/2000,2000-08-17T23:59:59,5.96,DFO,BRA,FL,70,120000,FL 1618
FL_THA_20000711_43,"[105.064, 11.243]",GREEN Flood in Thailand from: 11 Jul 2000 00 to: 10 Aug 2000 23.,GREEN,1,GREEN,1,Thailand,7/11/2000,2000-08-10T23:59:59,6.57,DFO,THA,FL,33,25000,FL 1614
FL_RUS_20000730_44,"[134.396, 47.114]",GREEN Flood in Russia from: 30 Jul 2000 00 to: 06 Aug 2000 23.,GREEN,1,GREEN,1,Russia,7/30/2000,2000-08-06T23:59:59,6.19,DFO,RUS,FL,0,24000,FL 1619
FL_IND_20000731_45,"[77.692, 31.806]",ORANGE Flood in India from: 31 Jul 2000 00 to: 04 Aug 2000 23.,ORANGE,2,ORANGE,2,India ,7/31/2000,2000-08-04T23:59:59,4.79,DFO,IND,FL,140,4000,FL 1616
FL_UNK_20000717_46,"[74.52, 15.811]",ORANGE Flood in Western India from: 17 Jul 2000 00 to: 17 Jul 2000 00.,ORANGE,2,Orange,2,Western India,7/17/2000,2000-07-17T00:00:00,6.18,DFO,   ,FL,140,-,FL 1615
FL_UNK_20000704_47,"[120.823, 14.929]","RED Flood in Northern Philippines, Central Japan and Taiwan - Typhoons Kirogi, Edeng and Kai Tak from: 04 Jul 2000 00 to: 04 Jul 2000 00.",RED,3,Red,3,"Northern Philippines, Central Japan and Taiwan - Typhoons Kirogi, Edeng and Kai Tak",7/4/2000,2000-07-04T00:00:00,4.91,DFO,   ,FL,45,800000,FL 1612
FL_IND_20000829_48,"[80.468, 26.961]",ORANGE Flood in India from: 29 Aug 2000 00 to: 14 Sep 2000 23.,ORANGE,2,ORANGE,2,India ,8/29/2000,2000-09-14T23:59:59,6.58,DFO,IND,FL,578,-,FL 1626
FL_CHN_20000830_49,"[132.058, 43.774]",GREEN Flood in China from: 30 Aug 2000 00 to: 10 Sep 2000 23.,GREEN,1,GREEN,1,China,8/30/2000,2000-09-10T23:59:59,5.99,DFO,CHN,FL,31,14140,FL 1627
FL_CHN_20000828_50,"[89.385, 28.996]",GREEN Flood in China from: 28 Aug 2000 00 to: 05 Sep 2000 23.,GREEN,1,GREEN,1,China,8/28/2000,2000-09-05T23:59:59,4.92,DFO,CHN,FL,0,1300,FL 1630
FL_PRK_20000831_51,"[129.542, 41.785]",GREEN Flood in North Korea from: 31 Aug 2000 00 to: 04 Sep 2000 23.,GREEN,1,GREEN,1,North Korea ,8/31/2000,2000-09-04T23:59:59,4.92,DFO,PRK,FL,42,-,FL 1634
FL_IND_20000830_52,"[80.038, 19.934]",GREEN Flood in India from: 30 Aug 2000 00 to: 01 Sep 2000 23.,GREEN,1,GREEN,1,India ,8/30/2000,2000-09-01T23:59:59,5.04,DFO,IND,FL,40,5000,FL 1628
FL_IND_20000823_53,"[79.21, 17.134]",RED Flood in India from: 23 Aug 2000 00 to: 31 Aug 2000 23.,RED,3,RED,3,India ,8/23/2000,2000-08-31T23:59:59,6.37,DFO,IND,FL,162,3000000,FL 1623
FL_IND_20000802_54,"[94.643, 27.094]",RED Flood in India from: 02 Aug 2000 00 to: 30 Aug 2000 23.,RED,3,RED,3,India,8/2/2000,2000-08-30T23:59:59,6.98,DFO,IND,FL,637,10504000,FL 1617
FL_ZAF_20000826_55,"[127.02, 35.668]",GREEN Flood in South Korea from: 26 Aug 2000 00 to: 29 Aug 2000 23.,GREEN,1,GREEN,1,South Korea ,8/26/2000,2000-08-29T23:59:59,5.04,DFO,ZAF,FL,7,500,FL 1625
FL_VNM_20000821_56,"[103.811, 15.112]",ORANGE Flood in Vietnam from: 21 Aug 2000 00 to: 28 Aug 2000 23.,ORANGE,2,ORANGE,2,Vietnam,8/21/2000,2000-08-28T23:59:59,5.8,DFO,VNM,FL,14,400500,FL 1622
FL_UNK_20000828_57,"[106.195, 11.543]","RED Flood in Cambodia, Vietnam, Thailand and Laos from: 28 Aug 2000 00 to: 28 Aug 2000 00.",RED,3,Red,3,"Cambodia, Vietnam, Thailand and Laos",8/28/2000,2000-08-28T00:00:00,6.32,DFO,   ,FL,1139,6574000,FL 1629
FL_ETH_20000810_58,"[40.609, 10.516]",GREEN Flood in Ethiopia from: 10 Aug 2000 00 to: 21 Aug 2000 23.,GREEN,1,GREEN,1,Ethiopia ,8/10/2000,2000-08-21T23:59:59,5.84,DFO,ETH,FL,9,30000,FL 1624
FL_BRA_20000730_59,"[-36.256, -9.179]",ORANGE Flood in Brazil from: 30 Jul 2000 00 to: 17 Aug 2000 23.,ORANGE,2,ORANGE,2,Brazil,7/30/2000,2000-08-17T23:59:59,5.96,DFO,BRA,FL,70,120000,FL 1618
FL_THA_20000711_60,"[105.064, 11.243]",GREEN Flood in Thailand from: 11 Jul 2000 00 to: 10 Aug 2000 23.,GREEN,1,GREEN,1,Thailand,7/11/2000,2000-08-10T23:59:59,6.57,DFO,THA,FL,33,25000,FL 1614
FL_IRN_20000807_61,"[56.655, 36.547]",GREEN Flood in Iran from: 07 Aug 2000 00 to: 09 Aug 2000 23.,GREEN,1,GREEN,1,Iran,8/7/2000,2000-08-09T23:59:59,4.69,DFO,IRN,FL,8,400,FL 1621
FL_RUS_20000730_62,"[134.396, 47.114]",GREEN Flood in Russia from: 30 Jul 2000 00 to: 06 Aug 2000 23.,GREEN,1,GREEN,1,Russia,7/30/2000,2000-08-06T23:59:59,6.19,DFO,RUS,FL,0,24000,FL 1619
FL_CMR_20000803_63,"[9.678, 3.954]",GREEN Flood in Cameroon from: 03 Aug 2000 00 to: 05 Aug 2000 23.,GREEN,1,GREEN,1,Cameroon,8/3/2000,2000-08-05T23:59:59,4.36,DFO,CMR,FL,3,500,FL 1620
FL_IND_20000731_64,"[77.692, 31.806]",ORANGE Flood in India from: 31 Jul 2000 00 to: 04 Aug 2000 23.,ORANGE,2,ORANGE,2,India ,7/31/2000,2000-08-04T23:59:59,4.79,DFO,IND,FL,140,4000,FL 1616
FL_IND_20000918_65,"[88.545, 24.084]",RED Flood in India from: 18 Sep 2000 00 to: 21 Oct 2000 23.,RED,3,RED,3,India,9/18/2000,2000-10-21T23:59:59,7.02,DFO,IND,FL,1468,24000000,FL 1641
FL_MEX_20000919_66,"[-100.301, 17.258]",GREEN Flood in Mexico from: 19 Sep 2000 00 to: 22 Sep 2000 23.,GREEN,1,GREEN,1,Mexico,9/19/2000,2000-09-22T23:59:59,4.71,DFO,MEX,FL,9,-,FL 1640
FL_LKA_20000918_67,"[80.615, 6.196]",ORANGE Flood in Sri Lanka from: 18 Sep 2000 00 to: 22 Sep 2000 23.,ORANGE,2,ORANGE,2,Sri Lanka ,9/18/2000,2000-09-22T23:59:59,4.6,DFO,LKA,FL,2,100000,FL 1638
FL_NGA_20000920_68,"[3.218, 6.747]",GREEN Flood in Nigeria from: 20 Sep 2000 00 to: 21 Sep 2000 23.,GREEN,1,GREEN,1,Nigeria ,9/20/2000,2000-09-21T23:59:59,4.19,DFO,NGA,FL,0,-,FL 1642
FL_FRA_20000919_69,"[4.404, 43.801]",GREEN Flood in France from: 19 Sep 2000 00 to: 20 Sep 2000 23.,GREEN,1,GREEN,1,France ,9/19/2000,2000-09-20T23:59:59,4.56,DFO,FRA,FL,6,-,FL 1639
FL_UNK_20000920_70,"[-74.787, 7.36]",GREEN Flood in Columbia from: 20 Sep 2000 00 to: 20 Sep 2000 00.,GREEN,1,Green,1,Columbia ,9/20/2000,2000-09-20T00:00:00,6.36,DFO,   ,FL,9,28000,FL 1644
FL_BRA_20000916_71,"[-35.037, -8.235]",GREEN Flood in Brazil from: 16 Sep 2000 00 to: 18 Sep 2000 23.,GREEN,1,GREEN,1,Brazil ,9/16/2000,2000-09-18T23:59:59,3.96,DFO,BRA,FL,3,10000,FL 1637
FL_JPN_20000911_72,"[137.306, 34.95]",ORANGE Flood in Japan from: 11 Sep 2000 00 to: 17 Sep 2000 23.,ORANGE,2,ORANGE,2,Japan,9/11/2000,2000-09-17T23:59:59,5.48,DFO,JPN,FL,13,100000,FL 1635
FL_GTM_20000915_73,"[-90.639, 14.972]",GREEN Flood in Guatemala from: 15 Sep 2000 00 to: 17 Sep 2000 23.,GREEN,1,GREEN,1,Guatemala ,9/15/2000,2000-09-17T23:59:59,4.62,DFO,GTM,FL,20,1000,FL 1636
FL_IND_20000829_74,"[80.468, 26.961]",ORANGE Flood in India from: 29 Aug 2000 00 to: 14 Sep 2000 23.,ORANGE,2,ORANGE,2,India ,8/29/2000,2000-09-14T23:59:59,6.58,DFO,IND,FL,578,-,FL 1626
FL_CHN_20000830_75,"[132.058, 43.774]",GREEN Flood in China from: 30 Aug 2000 00 to: 10 Sep 2000 23.,GREEN,1,GREEN,1,China,8/30/2000,2000-09-10T23:59:59,5.99,DFO,CHN,FL,31,14140,FL 1627
FL_SLV_20000905_76,"[-88.627, 13.797]",GREEN Flood in El Salvador from: 05 Sep 2000 00 to: 08 Sep 2000 23.,GREEN,1,GREEN,1,El Salvador ,9/5/2000,2000-09-08T23:59:59,4.54,DFO,SLV,FL,2,400,FL 1633
FL_CHN_20000901_77,"[113.483, 25.229]",GREEN Flood in China from: 01 Sep 2000 00 to: 06 Sep 2000 23.,GREEN,1,GREEN,1,China,9/1/2000,2000-09-06T23:59:59,5.19,DFO,CHN,FL,47,46000,FL 1631
FL_PHL_20000904_78,"[120.916, 14.776]",GREEN Flood in Philippines from: 04 Sep 2000 00 to: 05 Sep 2000 23.,GREEN,1,GREEN,1,Philippines,9/4/2000,2000-09-05T23:59:59,3.51,DFO,PHL,FL,3,5000,FL 1632
FL_CHN_20000828_79,"[89.385, 28.996]",GREEN Flood in China from: 28 Aug 2000 00 to: 05 Sep 2000 23.,GREEN,1,GREEN,1,China,8/28/2000,2000-09-05T23:59:59,4.92,DFO,CHN,FL,0,1300,FL 1630
FL_PRK_20000831_80,"[129.542, 41.785]",GREEN Flood in North Korea from: 31 Aug 2000 00 to: 04 Sep 2000 23.,GREEN,1,GREEN,1,North Korea ,8/31/2000,2000-09-04T23:59:59,4.92,DFO,PRK,FL,42,-,FL 1634
FL_IND_20000830_81,"[80.038, 19.934]",GREEN Flood in India from: 30 Aug 2000 00 to: 01 Sep 2000 23.,GREEN,1,GREEN,1,India ,8/30/2000,2000-09-01T23:59:59,5.04,DFO,IND,FL,40,5000,FL 1628
FL_PHL_20001028_82,"[123.715, 13.063]",ORANGE Flood in Philippines from: 28 Oct 2000 00 to: 31 Oct 2000 23.,ORANGE,2,ORANGE,2,Philippines,10/28/2000,2000-10-31T23:59:59,4.45,DFO,PHL,FL,41,100000,FL 1655
FL_IDN_20001029_83,"[108.884, -7.323]",GREEN Flood in Indonesia from: 29 Oct 2000 00 to: 31 Oct 2000 23.,GREEN,1,GREEN,1,Indonesia ,10/29/2000,2000-10-31T23:59:59,4.61,DFO,IDN,FL,40,10000,FL 1656
FL_UNK_20001029_84,"[-0.679, 52.675]",GREEN Flood in UK and Ireland from: 29 Oct 2000 00 to: 29 Oct 2000 00.,GREEN,1,Green,1,UK and Ireland,10/29/2000,2000-10-29T00:00:00,5.59,DFO,   ,FL,13,6000,FL 1657
FL_ESP_20001020_85,"[-0.538, 39.686]",GREEN Flood in Spain from: 20 Oct 2000 00 to: 26 Oct 2000 23.,GREEN,1,GREEN,1,Spain ,10/20/2000,2000-10-26T23:59:59,5.27,DFO,ESP,FL,8,500,FL 1651
FL_ISR_20001024_86,"[34.67, 31.889]",GREEN Flood in Israel from: 24 Oct 2000 00 to: 26 Oct 2000 23.,GREEN,1,GREEN,1,Israel ,10/24/2000,2000-10-26T23:59:59,3.98,DFO,ISR,FL,1,600,FL 1654
FL_DZA_20001022_87,"[-0.678, 34.225]",GREEN Flood in Algeria from: 22 Oct 2000 00 to: 25 Oct 2000 23.,GREEN,1,GREEN,1,Algeria,10/22/2000,2000-10-25T23:59:59,5.61,DFO,DZA,FL,28,400,FL 1653
FL_USA_20001022_88,"[-113.627, 33.796]",GREEN Flood in USA from: 22 Oct 2000 00 to: 23 Oct 2000 23.,GREEN,1,GREEN,1,USA,10/22/2000,2000-10-23T23:59:59,2.8,DFO,USA,FL,1,500,FL 1652
FL_ITA_20001014_89,"[8.748, 45.571]",GREEN Flood in Italy from: 14 Oct 2000 00 to: 22 Oct 2000 23.,GREEN,1,GREEN,1,Italy,10/14/2000,2000-10-22T23:59:59,5.9,DFO,ITA,FL,37,43000,FL 1650
FL_IND_20000918_90,"[88.545, 24.084]",RED Flood in India from: 18 Sep 2000 00 to: 21 Oct 2000 23.,RED,3,RED,3,India,9/18/2000,2000-10-21T23:59:59,7.02,DFO,IND,FL,1468,24000000,FL 1641
FL_VNM_20001010_91,"[107.684, 12.292]",ORANGE Flood in Vietnam from: 10 Oct 2000 00 to: 19 Oct 2000 23.,ORANGE,2,ORANGE,2,Vietnam ,10/10/2000,2000-10-19T23:59:59,5.86,DFO,VNM,FL,23,200000,FL 1645
FL_CHN_20001012_92,"[110.075, 19.706]",ORANGE Flood in China from: 12 Oct 2000 00 to: 18 Oct 2000 23.,ORANGE,2,ORANGE,2,China ,10/12/2000,2000-10-18T23:59:59,5.19,DFO,CHN,FL,10,200000,FL 1649
FL_MEX_20001010_93,"[-93.006, 18.057]",GREEN Flood in Mexico from: 10 Oct 2000 00 to: 17 Oct 2000 23.,GREEN,1,GREEN,1,Mexico ,10/10/2000,2000-10-17T23:59:59,4.39,DFO,MEX,FL,0,1500,FL 1647
FL_BRA_20001012_94,"[-50.941, -29.902]",GREEN Flood in Brazil from: 12 Oct 2000 00 to: 15 Oct 2000 23.,GREEN,1,GREEN,1,Brazil ,10/12/2000,2000-10-15T23:59:59,4.61,DFO,BRA,FL,6,5000,FL 1648
FL_GBR_20001011_95,"[0.223, 51.097]",GREEN Flood in UK from: 11 Oct 2000 00 to: 14 Oct 2000 23.,GREEN,1,GREEN,1,UK ,10/11/2000,2000-10-14T23:59:59,4.33,DFO,GBR,FL,0,1000,FL 1646
FL_BLZ_20001001_96,"[-88.4, 18.285]",GREEN Flood in Belize from: 01 Oct 2000 00 to: 05 Oct 2000 23.,GREEN,1,GREEN,1,Belize,10/1/2000,2000-10-05T23:59:59,4.29,DFO,BLZ,FL,14,10621,FL 1643
FL_PHL_20001130_97,"[125.231, 8.936]",GREEN Flood in Philippines from: 30 Nov 2000 00 to: 03 Dec 2000 23.,GREEN,1,GREEN,1,Philippines,11/30/2000,2000-12-03T23:59:59,4.76,DFO,PHL,FL,12,70000,FL 1673
FL_IDN_20001130_98,"[124.7, 1.168]",GREEN Flood in Indonesia from: 30 Nov 2000 00 to: 03 Dec 2000 23.,GREEN,1,GREEN,1,Indonesia ,11/30/2000,2000-12-03T23:59:59,4.4,DFO,IDN,FL,14,30000,FL 1676
FL_IRN_20001130_99,"[48.483, 32.627]",GREEN Flood in Iran from: 30 Nov 2000 00 to: 02 Dec 2000 23.,GREEN,1,GREEN,1,Iran ,11/30/2000,2000-12-02T23:59:59,5.4,DFO,IRN,FL,0,-,FL 1674
FL_AUS_20001117_100,"[150.571, -31.193]",GREEN Flood in Australia from: 17 Nov 2000 00 to: 02 Dec 2000 23.,GREEN,1,GREEN,1,Australia ,11/17/2000,2000-12-02T23:59:59,6.55,DFO,AUS,FL,0,600,FL 1667
FL_IDN_20001121_101,"[99.803, 1.581]",ORANGE Flood in Indonesia from: 21 Nov 2000 00 to: 01 Dec 2000 23.,ORANGE,2,ORANGE,2,Indonesia,11/21/2000,2000-12-01T23:59:59,6.58,DFO,IDN,FL,243,68682,FL 1671
FL_VNM_20001118_102,"[108.567, 14.79]",GREEN Flood in Vietnam from: 18 Nov 2000 00 to: 26 Nov 2000 23.,GREEN,1,GREEN,1,Vietnam ,11/18/2000,2000-11-26T23:59:59,5.65,DFO,VNM,FL,36,25000,FL 1668
FL_ZAF_20001119_103,"[31.95, -27.942]",GREEN Flood in South Africa from: 19 Nov 2000 00 to: 23 Nov 2000 23.,GREEN,1,GREEN,1,South Africa ,11/19/2000,2000-11-23T23:59:59,5.11,DFO,ZAF,FL,3,3000,FL 1670
FL_LKA_20001118_104,"[81.311, 7.607]",ORANGE Flood in Sri Lanka from: 18 Nov 2000 00 to: 22 Nov 2000 23.,ORANGE,2,ORANGE,2,Sri Lanka ,11/18/2000,2000-11-22T23:59:59,4.58,DFO,LKA,FL,3,300000,FL 1669
FL_UNK_20001120_105,"[42.267, -0.058]",ORANGE Flood in Southern Somalia from: 20 Nov 2000 00 to: 20 Nov 2000 00.,ORANGE,2,Orange,2,Southern Somalia ,11/20/2000,2000-11-20T00:00:00,5.75,DFO,   ,FL,0,150000,FL 1672
FL_SAU_20001115_106,"[39.723, 21.5]",GREEN Flood in Saudi Arabia from: 15 Nov 2000 00 to: 18 Nov 2000 23.,GREEN,1,GREEN,1,Saudi Arabia,11/15/2000,2000-11-18T23:59:59,4.64,DFO,SAU,FL,7,300,FL 1666
FL_VEN_20001112_107,"[-69.383, 10.796]",GREEN Flood in Venezuela from: 12 Nov 2000 00 to: 17 Nov 2000 23.,GREEN,1,GREEN,1,Venezuela ,11/12/2000,2000-11-17T23:59:59,5.67,DFO,VEN,FL,3,6000,FL 1665
FL_CAN_20001108_108,"[-97.199, 49.617]",GREEN Flood in Canada from: 08 Nov 2000 00 to: 10 Nov 2000 23.,GREEN,1,GREEN,1,Canada ,11/8/2000,2000-11-10T23:59:59,4.36,DFO,CAN,FL,0,-,FL 1664
FL_USA_20001102_109,"[-99.378, 30.601]",GREEN Flood in USA from: 02 Nov 2000 00 to: 07 Nov 2000 23.,GREEN,1,GREEN,1,USA,11/2/2000,2000-11-07T23:59:59,4.76,DFO,USA,FL,6,-,FL 1661
FL_ITA_20001105_110,"[7.74, 44.85]",GREEN Flood in Italy from: 05 Nov 2000 00 to: 07 Nov 2000 23.,GREEN,1,GREEN,1,Italy,11/5/2000,2000-11-07T23:59:59,4.85,DFO,ITA,FL,3,30,FL 1662
FL_IDN_20001105_111,"[109.443, -7.637]",GREEN Flood in Indonesia from: 05 Nov 2000 00 to: 07 Nov 2000 23.,GREEN,1,GREEN,1,Indonesia  ,11/5/2000,2000-11-07T23:59:59,4.36,DFO,IDN,FL,21,-,FL 1663
FL_PHL_20001103_112,"[121.177, 14.493]",ORANGE Flood in Philippines from: 03 Nov 2000 00 to: 05 Nov 2000 23.,ORANGE,2,ORANGE,2,Philippines,11/3/2000,2000-11-05T23:59:59,4.25,DFO,PHL,FL,43,668000,FL 1660
FL_TWN_20001101_113,"[121.616, 24.736]",GREEN Flood in Taiwan from: 01 Nov 2000 00 to: 04 Nov 2000 23.,GREEN,1,GREEN,1,Taiwan,11/1/2000,2000-11-04T23:59:59,4.25,DFO,TWN,FL,58,-,FL 1658
FL_USA_20001102_114,"[-155.099, 19.74]",GREEN Flood in USA from: 02 Nov 2000 00 to: 03 Nov 2000 23.,GREEN,1,GREEN,1,USA,11/2/2000,2000-11-03T23:59:59,2.24,DFO,USA,FL,0,100,FL 1659
FL_AUS_20001215_115,"[141.45, -18.243]",GREEN Flood in Australia from: 15 Dec 2000 00 to: 09 Jan 2001 23.,GREEN,1,GREEN,1,Australia ,12/15/2000,2001-01-09T23:59:59,6.77,DFO,AUS,FL,0,300,FL 1680
FL_TZA_20001201_116,"[33.097, -3.147]",RED Flood in Tanzania from: 01 Dec 2000 00 to: 31 Dec 2000 23.,RED,3,RED,3,Tanzania ,12/1/2000,2000-12-31T23:59:59,5.77,DFO,TZA,FL,3600,-,FL 1675
FL_HRV_20001228_117,"[15.11, 44.948]",GREEN Flood in Croatia from: 28 Dec 2000 00 to: 30 Dec 2000 23.,GREEN,1,GREEN,1,Croatia,12/28/2000,2000-12-30T23:59:59,3.5,DFO,HRV,FL,0,2000,FL 1682
FL_LKA_20001224_118,"[81.401, 7.946]",ORANGE Flood in Sri Lanka from: 24 Dec 2000 00 to: 28 Dec 2000 23.,ORANGE,2,ORANGE,2,Sri Lanka,12/24/2000,2000-12-28T23:59:59,4.84,DFO,LKA,FL,5,300000,FL 1681
FL_BRA_20001217_119,"[-44.423, -20.71]",GREEN Flood in Brazil from: 17 Dec 2000 00 to: 26 Dec 2000 23.,GREEN,1,GREEN,1,Brazil ,12/17/2000,2000-12-26T23:59:59,6.76,DFO,BRA,FL,13,2000,FL 1679
FL_PHL_20001208_120,"[122.682, 11.382]",GREEN Flood in Philippines from: 08 Dec 2000 00 to: 11 Dec 2000 23.,GREEN,1,GREEN,1,Philippines ,12/8/2000,2000-12-11T23:59:59,3.94,DFO,PHL,FL,11,55000,FL 1678
FL_IDN_20001203_121,"[116.887, -8.737]",GREEN Flood in Indonesia from: 03 Dec 2000 00 to: 06 Dec 2000 23.,GREEN,1,GREEN,1,Indonesia,12/3/2000,2000-12-06T23:59:59,3.67,DFO,IDN,FL,9,3000,FL 1677
FL_PHL_20001130_122,"[125.231, 8.936]",GREEN Flood in Philippines from: 30 Nov 2000 00 to: 03 Dec 2000 23.,GREEN,1,GREEN,1,Philippines,11/30/2000,2000-12-03T23:59:59,4.76,DFO,PHL,FL,12,70000,FL 1673
FL_IDN_20001130_123,"[124.7, 1.168]",GREEN Flood in Indonesia from: 30 Nov 2000 00 to: 03 Dec 2000 23.,GREEN,1,GREEN,1,Indonesia ,11/30/2000,2000-12-03T23:59:59,4.4,DFO,IDN,FL,14,30000,FL 1676
FL_IRN_20001130_124,"[48.483, 32.627]",GREEN Flood in Iran from: 30 Nov 2000 00 to: 02 Dec 2000 23.,GREEN,1,GREEN,1,Iran ,11/30/2000,2000-12-02T23:59:59,5.4,DFO,IRN,FL,0,-,FL 1674
FL_AUS_20001117_125,"[150.571, -31.193]",GREEN Flood in Australia from: 17 Nov 2000 00 to: 02 Dec 2000 23.,GREEN,1,GREEN,1,Australia ,11/17/2000,2000-12-02T23:59:59,6.55,DFO,AUS,FL,0,600,FL 1667
FL_IDN_20001121_126,"[99.803, 1.581]",ORANGE Flood in Indonesia from: 21 Nov 2000 00 to: 01 Dec 2000 23.,ORANGE,2,ORANGE,2,Indonesia,11/21/2000,2000-12-01T23:59:59,6.58,DFO,IDN,FL,243,68682,FL 1671
FL_MOZ_20010101_127,"[33.562, -16.202]",ORANGE Flood in Mozambique from: 01 Jan 2001 00 to: 27 Apr 2001 23.,ORANGE,2,ORANGE,2,Mozambique,1/1/2001,2001-04-27T23:59:59,7.37,DFO,MOZ,FL,146,485000,FL 1683
FL_BOL_20010101_128,"[-67.148, -14.906]",ORANGE Flood in Bolivia from: 01 Jan 2001 00 to: 22 Mar 2001 23.,ORANGE,2,ORANGE,2,Bolivia,1/1/2001,2001-03-22T23:59:59,6.94,DFO,BOL,FL,18,300000,FL 1689
